00後	línglínghòu
悶氣	mènqì
悶熱	mēnrè
悶燒	mēnshāo
悶笛	mēndí
悶聲不響	mēnshēng不xiǎng
悶葫蘆罐兒	mènhúluguànr
悶葫蘆罐	mènhúluguàn
悶葫蘆	mènhúlu
悶酒	mènjiǔ
悶	mèn,mēn
悶雷	mènléi
悶騷	mēnsāo
悸	jì
悻悻	xìngxìng
悼念	dàoniàn
悼	dào
悼文	dàowén
悼歌	dàogē
悼詞	dàocí
悼辭	dàocí
悽惶	qīhuáng
悾	kōng
惀	lùn
惀	lǔn
情事	qíngshì
情人	qíngrén
情人眼裡出西施	qíngrén yǎnlǐ chū Xīshī
情人節	Qíngrénjié
情侶	qínglǚ
情侶照	qínglǚzhào
情侶裝	qínglǚzhuāng
情兒	qíngr
情分	qíngfèn
情勢	qíngshì
情味	qíngwèi
情商	qíngshāng
情報學	qíngbàoxué
情報局	qíngbàojú
情報	qíngbào
情境	qíngjìng
情夫	qíngfū
情婦	qíngfù
情形	qíngxíng
情思	qíngsī
情急	qíngjí
情	qíng
情意	qíngyì
情愛	qíng'ài
情感	qínggǎn
情愫	qíngsù
情態	qíngtài
情慾	qíngyù
情懷	qínghuái
情操	qíngcāo
情敵	qíngdí
情景喜劇	qíngjǐng xǐjù
情景	qíngjǐng
情書	qíngshū
情歌	qínggē
情況	qíngkuàng
情狀	qíngzhuàng
情理	qínglǐ
情由	qíngyóu
情節	qíngjié
情結	qíngjié
情緒	qíngxù
情義	qíngyì
情聖	qíngshèng
情色	qíngsè
情話	qínghuà
情誼	qíngyì
情調	qíngdiào
情變	qíngbiàn
情趣	qíngqù
情郎	qíngláng
情面	qíngmiàn
情願	qíngyuàn
惆悵	chóuchàng
惆悵	chóuchàng
惋傷	惋shāng
惋	惋
惋惜	惋惜
惐	xù
惐	yù
惑	huò
惑星	huòxīng
惕	tì
惘	wǎng
惘惘	wǎngwǎng
惙	chuò
惚	hū
惜別	惜bié
惜力	惜lì
惜	惜
惝	chǎng,tǎng
惟命是聽	wéimìngshìtīng
惟妙惟肖	wéimiàowéixiào
惟心	wéixīn
惟心	wéixīn
惟	wéi
惠來	Huìlái
惠安	Huì'ān
惠山	Huìshān
惠州	Huìzhōu
惠庭	Huìtíng
惠	huì
惠那	Huìnà
惠靈頓	Huìlíngdùn
惠顧	huìgù
惠風和暢	huìfēnghéchàng
惠風	huìfēng
惡人先告狀	è'rén xiān gàozhuàng
惡人	èrén
惡人	èrén
惡作劇	èzuòjù
惡來	È Lái
惡俗	èsú
惡劣	èliè
惡化	èhuà
惡化	èhuà
惡名	èmíng
惡名昭彰	èmíngzhāozhāng
惡名昭著	èmíngzhāozhù
惡向膽邊生	è xiàng dǎn biān shēng
惡報	èbào
惡夢	èmèng
惡客	èkè
惡性循環	èxìng xúnhuán
惡性	èxìng
惡性	èxìng
惡意	èyì
惡意軟件	èyìruǎnjiàn
惡意軟體	èyìruǎntǐ
惡搞	ègǎo
惡有惡報	èyǒu'èbào
惡果	èguǒ
惡棍	ègùn
惡毒	èdú
惡煞	èshà
惡狠狠	èhěnhěn
惡病質	èbìng質
惡習	èxí
惡臭	èchòu
惡行	èxíng,èxìng
惡補	èbǔ
惡變	èbiàn
惡運	èyùn
惡雞婆	èjīpó
惡露	èlù
惡霸	èbà
惡鬼	èguǐ
惡魔	èmó
惡黨	èdǎng
惦念	diànniàn
惦	diàn
惦記	diànjì
惰性	duòxìng
惰性	duòxìng
惰性氣體	duòxìngqìtǐ
惰	duò
惰慢	duòmàn
惱人	nǎorén
惱怒	nǎonù
惱恨	nǎohèn
惱	nǎo
惱火	nǎohuǒ
惲	yùn
想不開	xiǎng不kāi
想像力	xiǎngxiànglì
想像	xiǎngxiàng
想入非非	xiǎngrùfēifēi
想到	xiǎngdào
想家	xiǎngjiā
想得開	xiǎngdekāi
想必	xiǎngbì
想念	xiǎngniàn
想	xiǎng
想想	xiǎngxiang
想方設法	xiǎngfāngshèfǎ
想法	xiǎngfǎ
想法	xiǎngfǎ
想當然	xiǎng dāngrán
想盡	xiǎngjìn
想睡	xiǎngshuì
想要	xiǎngyào
想要	xiǎngyào
想象力	xiǎngxiànglì
想象	xiǎngxiàng
想起	xiǎngqǐ
想通	xiǎngtōng
想開	xiǎngkāi
惴	zhuì
惴惴	zhuìzhuì
惵	dié
惶怖	huángbù
惶恐	huángkǒng
惶恐	huángkǒng
惶惑	huánghuò
惶	huáng
惶惶不安	huánghuáng 不'ān
惶惶	huánghuáng
惶遽	huángjù
惷	chǔn
惸	qióng
惸惸	qióngqióng
惹不起	rě不qǐ
惹事	rěshì
惹事生非	rěshì shēng fēi
惹惱	rěnǎo
惹	rě
惹氣	rěqì
惹火	rěhuǒ
惹禍	rěhuò
惺忪	xīngsōng
惺	xīng
惺惺惜惺惺	xīngxīng惜xīngxīng
惺惺	xīngxīng
惺惺相惜	xīngxīngxiāng惜
惻	cè
惻隱	cèyǐn
愀	qiǎo
愁容	chóuróng
愁思	chóusī
愁悶	chóumèn
愁悶	chóumèn
愁	chóu
愁眉不展	chóuméi不zhǎn
愁眉	chóuméi
愁眉苦臉	chóuméikǔliǎn
愁緒	chóuxù
愁苦	chóukǔ
愁苦	chóukǔ
愁苦	chóukǔ
愃	xuān
愅	gé
愆	qiān
愈來愈	yùláiyù
愈加	yùjiā
愈……愈……	yù ... yù ...
愈發	yùfā
愈益	yùyì
愉快	yúkuài
愉悅	yúyuè
愉悅	yúyuè
愉	yú
愊	bì,qì
愍	mǐn
愎	bì
意乙	Yìyǐ
意匠	yìjiàng
意合式	yìhéshì
意向	yìxiàng
意味	yìwèi
意味	yìwèi
意味深長	yìwèishēncháng
意味著	yìwèizhe
意圖	yìtú
意境	yìjìng
意外事故	yìwài shìgù
意外	yìwài
意外	yìwài
意外死亡	yìwài sǐwáng
意大利冰淇淋	Yìdàlì bīngqílín
意大利千層麵	Yìdàlì qiāncéngmiàn
意大利半島	Yìdàlì Bàndǎo
意大利	Yìdàlì
意大利滷汁麵條	Yìdàlì lǔzhī miàntiáo
意大利粉	yìdàlìfěn
意大利航空	Yìdàlì Hángkōng
意大利語	Yìdàlìyǔ
意大利麵	yìdàlìmiàn
意大利麵條	yìdàlì miàntiáo
意志力	yìzhìlì
意志	yìzhì
意念	yìniàn
意思	yìsi,yìsī
意思意思	yìsi yìsi
意思表示	yìsi biǎoshì
意想不到	yìxiǎng不dào
意想	yìxiǎng
意想	yìxiǎng
意	yì
意愛	yì'ài
意愛	yì'ài
意態	yìtài
意料	yìliào
意旨	yìzhǐ
意會	yìhuì
意欲	yìyù
意氣	yìqì
意涵	yìhán
意淫	yìyín
意甲	Yìjiǎ
意第緒語	yìdìxùyǔ
意粉	yìfěn
意義	yìyì
意興	yìxìng
意見	yìjiàn
意見欄	yìjiànlán
意識到	yì识dào
意識形態	yì識 xíngtài
意識	yì識
意識	yì識
意識流	yì识liú
意譯	yìyì
意譯	yìyì
意象	yìxiàng
意趣	yìqù
意頭	yìtóu
意願	yìyuàn
意麵	yìmiàn
愒	qì,kài
愒	qì
愔	yīn,wěn
愕	è
愕然	èrán
愖	chén,dān
愘	qià,kè
愚人	yúrén
愚人節	Yúrénjié
愚公	Yúgōng
愚公	Yúgōng
愚公移山	yúgōngyíshān
愚妄	yúwàng
愚弄	yúnòng
愚	yú
愚拙	yú拙
愚昧	yúmèi
愚昧	yúmèi
愚民	yúmín
愚民	yúmín
愚民政策	yúmín zhèngcè
愚笨	yúbèn
愚者	yúzhě
愚者	yúzhě
愚蠢	yúchǔn
愚蠢	yúchǔn
愚鈍	yúdùn
愚頑	yúwán
愛丁堡	Àidīngbǎo
愛上	àishàng
愛不釋手	ài不shìshǒu
愛之欲其生，惡之欲其死	ài zhī yù qí shēng, wù zhī yù qí sǐ
愛之病	àizhībìng
愛人如己	àirénrújǐ
愛人	àirén
愛人	àirén
愛克斯光	àikèsī guāng
愛克斯	àikèsī
愛卿	àiqīng
愛因斯坦	Àiyīnsītǎn
愛國主義	àiguózhǔyì
愛國心	àiguóxīn
愛國	àiguó
愛國	àiguó
愛國	àiguó
愛國者	àiguózhě
愛國賊	àiguózéi
愛女	àinǚ
愛好	àihào
愛好	àihào
愛好者	àihàozhě
愛妻	àiqī
愛姬	àijī
愛媛	Àiyuán
愛嬌	àijiāo
愛子	àizǐ
愛寵	àichǒng
愛將	àijiàng
愛屋及烏	āiwūjíwū
愛巢	àicháo
愛德華	Àidéhuá
愛德華王子島	Àidéhuá Wángzǐ Dǎo
愛心專座	àixīn zhuānzuò
愛心座位	àixīn zuòwèi
愛心	àixīn
愛怎麼怎麼著	ài zěnme zěnme zhāo
愛怎麼著就怎麼著	ài zěnmezhe jiù zěnmezhe
愛怎麼著怎麼著	ài zěnme zhāo zěnme zhāo
愛恨情仇	àihènqíngchóu
愛恨	àihèn
愛情	àiqíng
愛情生活	àiqíng shēnghuó
愛情觀	àiqíngguān
愛惜	ài惜
愛意	àiyì
愛愛	ài'ài
愛慕	àimù
愛慾	àiyù
愛憎	àizēng
愛憐	àilián
愛戀	àiliàn
愛戴	àidài
愛戴	àidài
愛才如命	àicáirúmìng
愛撫	àifǔ
愛撫	àifǔ
愛斯不難讀	àisī不nándú
愛斯基摩人	àisījīmórén
愛新覺羅	Àixīn Juéluó
愛樂	àiyuè
愛民頓	Àimíndùn
愛沙尼亞人	Àishāní亞rén
愛沙尼亞	Àishāní亞
愛沙尼亞語	Àishāní亞yǔ
愛河	àihé
愛河	àihé
愛滋	àizī
愛滋病	àizībìng
愛	ài
愛爾蘭共和國	Ài'ěrlán gònghéguó
愛爾蘭咖啡	ài'ěrlán kāfēi
愛爾蘭海	Ài'ěrlán hǎi
愛爾蘭	Ài'ěrlán
愛爾蘭雪達	ài'ěrlán xuědá
愛犬	àiquǎn
愛現	àixiàn
愛理不理	àilǐ不lǐ
愛琴海	Àiqín Hǎi
愛琴	Àiqín
愛瘋	àifēng
愛睏	àikùn
愛知	Àizhī
愛神	àishén
愛稱	àichēng
愛美	àiměi
愛美的	àiměidí
愛荷華	Àihéhuá
愛莫能助	àimònéngzhù
愛西	Àixī
愛誰誰	ài shéi shéi
愛護	àihù
愛豆	àidòu
愛財	àicái
愛車	àichē
愛迪生	Àidíshēng
愛達荷	Àidáhé
愛面子	ài miànzi
愛顧	àigù
愛馬	àimǎ
愛麗斯泉	Àilìsī Quán
愛麗絲	Àilìsī
愜	qiè
愜意	qièyì
愞	nuò
感人	gǎnrén
感傷	gǎnshāng
感光	gǎnguāng
感光紙	gǎnguāngzhǐ
感冒	gǎnmào
感冒	gǎnmào
感到	gǎndào
感動	gǎndòng
感化	gǎnhuà
感化院	gǎnhuàyuàn
感受	gǎnshòu
感受	gǎnshòu
感召	gǎnzhào
感嘅	gǎnkǎi
感嘆	gǎntàn
感嘆號	gǎntànhào
感嘆詞	gǎntàncí
感奮	gǎnfèn
感官	gǎnguān
感德	gǎndé
感心	gǎnxīn
感性	gǎnxìng
感性	gǎnxìng
感恩	gǎn'ēn
感恩	gǎn'ēn
感恩節	Gǎn'ēnjié
感悟	gǎnwù
感悟	gǎnwù
感情	gǎnqíng
感想	gǎnxiǎng
感	gǎn
感慨	gǎnkǎi
感應器	gǎnyìngqì
感應	gǎnyìng
感應	gǎnyìng
感懷	gǎnhuái
感懷	gǎnhuái
感染力	gǎnrǎnlì
感染	gǎnrǎn
感染者	gǎnrǎnzhě
感激不盡	gǎnjī不jìn
感激	gǎnjī
感激涕零	gǎnjītìlíng
感知	gǎnzhī
感知	gǎnzhī
感興趣	gǎn xìngqù
感覺	gǎnjué
感覺	gǎnjué
感觸	gǎnchù
感言	gǎnyán
感謝信	gǎnxièxìn
感謝	gǎnxiè
感謝	gǎnxiè
感謝	gǎnxiè
感謝	gǎnxiè
愢	sāi
愣住	lèngzhù
愣	lēng
愣	lèng
愣頭愣腦	lèngtóulèngnǎo
愧	kuì
愧疚	kuìjiù
愧色	kuìsè
愨	què
愮	yáo
愰	huàng,huǎng
愲	gǔ
愴	chuàng
愷	kǎi
愺恅	cǎolǎo
愻	xùn
愾	kài,xì
慁	hùn
慄	lì
慅	sāo
慆	tāo
慈善	císhàn
慈善機構	císhàn jīgòu
慈姑	cígū
慈悲	cíbēi
慈悲	cíbēi
慈愛	cí'ài
慈	cí
慈母心	címǔxīn
慈母	címǔ
慈江道	Cíjiāng Dào
慈烏	cíwū
慈祥	cíxiáng
慈禧太后	Cí禧 Tàihòu
慈禧	Cíxǐ
慈鳥	cíniǎo
慉	xù
慊	qiàn
態勢	tàishì
態度	tàidù
態	tài
慌亂	huāngluàn
慌亂	huāngluàn
慌張	huāngzhāng
慌忙	huāngmáng
慌忙	huāngmáng
慌急	huāngjí
慌	huāng,huang
慌	huǎng
慍	yùn
慎	shèn
慎重	shènzhòng
慒	cóng,nì
慓	piào
慕容	Mùróng
慕尼黑	Mùníhēi
慕	mù
慕斯	mùsī
慕課	mùkè
慘不忍睹	cǎn不rěndǔ
慘事	cǎnshì
慘劇	cǎnjù
慘	cǎn
慘敗	cǎnbài
慘景	cǎnjǐng
慘案	cǎn'àn
慘殺	cǎnshā
慘淡	cǎndàn
慘澹	cǎndàn
慘片	cǎnpiàn,cǎnpiān
慘痛	cǎntòng
慘禍	cǎnhuò
慘絕人寰	cǎnjuérénhuán
慘苦	cǎnkǔ
慘象	cǎnxiàng
慘遭	cǎnzāo
慘重	cǎnzhòng
慚	cán
慚愧	cánkuì
慚色	cánsè
慝	tè
慞	zhāng
慟哭	tòngkū
慟	tòng
慢分	mànfēn
慢動作	màndòngzuò
慢吞吞	màntūntūn
慢子	mànzǐ
慢性子	mànxìngzi
慢性子	mànxìngzi
慢性	mànxìng
慢性支氣管炎	mànxìng zhīqìguǎnyán
慢性病	mànxìngbìng
慢性阻塞性肺病	mànxìng zǔsèxìng fèibìng,mànxìng zǔsāixìng fèibìng
慢惰	mànduò
慢	màn
慢慢吃	mànmàn chī
慢慢	mànmàn
慢火	mànhuǒ
慢熱	mànrè
慢燉鍋	màndùnguō
慢班	mànbān
慢用	mànyòng
慢走	mànzǒu
慢跑	mànpǎo
慢車	mànchē
慢速	mànsù
慢阻肺	mànzǔfèi
慣例	guànlì
慣壞	guànhuài
慣常	guàncháng
慣常	guàncháng
慣性	guànxìng
慣性系	guànxìngxì
慣	guàn
慣於	guànyú
慣犯	guànfàn
慣用	guànyòng
慣用	guànyòng
慣用語	guànyòngyǔ
慣習	guànxí
慥	zào,cào
慧	huì
慧明	huìmíng
慧眼	huìyǎn
慧黠	huìxiá
慨	kǎi
慨然	kǎirán
慨諾	kǎinuò
慪	òu
慫	sóng
慫	sǒng
慫恿	sǒngyǒng
慬	qín
慮	lǜ
慰勉	wèimiǎn
慰勞	wèiláo,wèilào
慰問	wèiwèn
慰安婦	wèi'ānfù
慰安	wèi'ān
慰	wèi
慰撫	wèifǔ
慰藉	wèijiè
慰藉	wèijiè
慰諭	wèiyù
慱	tuán
慳	qiān
慵	yōng,yóng
慶典	qìngdiǎn
慶功宴	qìnggōngyàn
慶功	qìnggōng
慶和	Qìnghé
慶尚北道	Qìngshàngběidào
慶尚南道	Qìngshàngnándào
慶州	Qìngzhōu
慶幸	qìngxìng
慶	qìng
慶生	qìngshēng
慶祝	qìngzhù
慶賀	qìnghè
慶陽	Qìngyáng
慶雲	qìngyún
慶雲	qìngyún
慷他人之慨	kāng tārén zhī kǎi
慷國家之慨	kāng guójiā zhī kǎi
慷慨	kāngkǎi
慷慨	kāngkǎi
慷慨激昂	kāngkǎijī'áng
慷	kāng
慹	zhí
慾女	yùnǚ
慾念	yùniàn
慾望	yùwàng
慾求不滿	yùqiú 不mǎn
慾求	yùqiú
慾求	yùqiú
慾火	yùhuǒ
慾火焚身	yùhuǒfénshēn
憁	còng
憂傷	yōushāng
憂喜交集	yōuxǐ jiāojí
憂喜	yōuxǐ
憂心	yōuxīn
憂心	yōuxīn
憂	yōu
憂思	yōusī
憂思	yōusī
憂患	yōuhuàn
憂悶	yōumèn
憂惱	yōunǎo
憂愁	yōuchóu
憂慮	yōulǜ
憂慮	yōulǜ
憂慮	yōulǜ
憂煩	yōufán
憂疑	yōuyí
憂色	yōusè
憂道不憂貧	yōu dào bù yōu pín
憂鬱	yōuyù
憂鬱	yōuyù
憂鬱症	yōuyùzhèng
憄	zhì
憊	bèi
憋悶	biēmen,biēmèn
憋	biē
憋氣	biēqì
憋氣	biēqì
憍	jiāo
憍陳如	Jiāochénrú
憎恨	zēnghèn
憎恨	zēnghèn
憎惡	zēng'è
憎惡	zēngwù
憎	zēng,zèng
憎稱	zēngchēng
憐	lián
憐恤	liánxù
憐惜	lián惜
憐愛	lián'ài
憐憫	liánmǐn
憑什麼	píng shénme
憑仗	píngzhàng
憑依	píngyī
憑信	píngxìn
憑信	píngxìn
憑借	píngjiè
憑借	píngjiè
憑借	píngjiè
憑几	píngjī
憑	píng
憑單	píngdān
憑弔	píngdiào
憑據	píngjù
憑祥	Píngxiáng
憑空	píngkōng
憑證	píngzhèng
憒	kuì
憔悴	qiáocuì
憔悴	qiáocuì
憔	qiáo
憚	dàn
憚煩	dànfán
憤世嫉俗	fènshìjísú
憤怒	fènnù
憤怒青年	fènnù qīngnián
憤恨不平	fènhèn 不píng
憤恨	fènhèn
憤	fèn
憤慨	fènkǎi
憤慨	fènkǎi
憤憤不平	fènfèn不píng
憤憤	fènfèn
憤懣	fènmèn
憤青	fènqīng
憧	chōng
憧憬	chōngjǐng
憧憬	chōngjǐng
憨厚	hānhòu
憨	hān
憩息	qì息
憩	qì
憫	mǐn
憬	jǐng
憭	liǎo
憮	wǔ
憮然	wǔrán
憯	cǎn
憲兵	xiànbīng
憲兵隊	xiànbīngduì
憲	xiàn
憲政	xiànzhèng
憲法	xiànfǎ
憲法法	xiànfǎfǎ
憲章	xiànzhāng
憴	shéng
憵	pī
憶	yì
憶昔撫今	yì昔fǔjīn
憸	xiān
憹	náng
憹	náo
憹	nǎo
憼	jǐng
憼	jìng
憾事	hànshì
憾	hàn
懂事	dǒngshì
懂得	dǒngde
懂	dǒng
懃	qín
懅	jù
懇切	kěnqiè
懇	kěn
懇求	kěnqiú
懇談	kěntán
懇請	kěnqǐng
懇願	kěnyuàn
懈怠	xièdài
懈	xiè
應付帳款	yīngfù zhàngkuǎn
應付	yīngfù
應付	yìngfù
應付	yīngfù
應允	應yǔn
應力	yìnglì
應募	yìngmù
應卯	yìngmǎo
應召女郎	yìngzhào nǚláng
應召	yìngzhào
應命	yìngmìng
應和	yìnghè
應天順人	yìng tiān shùn rén
應對	yìngduì
應屆	yīngjiè
應	yīng
應	yìng
應弦	yìngxián
應弦而倒	yìngxián'érdǎo
應得	yīngdé
應徵	yìngzhēng
應急	yìngjí
應戰	yìngzhàn
應手	yìngshǒu
應承	yìngchéng
應收帳款	yīngshōu zhàngkuǎn
應收帳款週轉率	yīngshōuzhàngkuǎn zhōuzhuǎnlǜ
應敵	yìngdí
應時	yìngshí
應時	yìngshí
應景	yìngjǐng
應激反應	yìngjī fǎnyìng
應激	yìngjī
應用	yìngyòng
應用	yìngyòng
應用	yìngyòng
應用數學	yìngyòng shùxué
應用文	yìngyòngwén
應用科學	yìngyòng kēxué
應用程序	yìngyòng chéngxù
應用程序接口	yìngyòng chéngxù jiēkǒu
應用程式	yìngyòng chéngshì
應用統計學	yìngyòng tǒngjìxué
應用經濟學	yìngyòng jīngjìxué
應用藝術	yìngyòng yìshù
應用語言學	yìngyòng yǔyánxué
應當	yīngdāng
應答	yìngdá
應答機	yìngdájī
應納稅收入	yīngnàshuì shōurù
應聘	yìngpìn
應聲	yìngshēng
應聲	yìngshēng
應聲	yīngshēng,yìngshēng
應聲蟲	yìngshēngchóng
應舉	yìngjǔ
應訊	yìngxùn
應許	應xǔ
應詔	yìngzhào
應試	yìngshì
應試教育	yìngshì jiàoyù
應該	yīnggāi
應該的	yīnggāi de
應諾	yìngnuò
應變	yìngbiàn
應變	yìngbiàn
應邀	yìngyāo
應酬	yìngchóu
應酬	yìngchóu
應門	yìngmén
應驗	yìngyàn
應龍	yìnglóng
懊喪	àosàng
懊悔	àohuǐ
懊惱	àonǎo
懊	ào,yú
懋	mào
懌	yì
懙	yú
懙	yǔ
懞懞	méngméng
懞	méng,měng
懟	duì
懣	mèn
懥	zhì
懦夫	nuòfū
懦弱	nuòruò
懦	nuò
懨	yān
懬	kuàng
懮	yǒu
懰	liú
懲前毖後	懲qiánbìhòu
懲役	懲yì
懲	懲
懲戒	懲jiè
懲治	懲zhì
懲罰	懲fá
懲罰	懲fá
懲處	懲chǔ
懲處	懲chǔ
懲辦	懲bàn
懵懂	懵dǒng
懵	懵
懵然	懵rán
懶人包	lǎnrénbāo
懶人	lǎnrén
懶得	lǎnde
懶惰	lǎnduò
懶惰蟲	lǎnduòchóng
懶	lǎn
懶散	lǎnsǎn
懶漢	lǎnhàn
懶癌	lǎn癌
懶腰	lǎnyāo
懶蟲	lǎnchóng
懶覺	lǎnjiào
懶豬	lǎnzhū
懶音	lǎnyīn
懶骨頭	lǎngǔtou
懶鬼	lǎnguǐ
懷俄明	Huái'émíng
懷化	Huáihuà
懷古	huáigǔ
懷古	huáigǔ
懷孕	huáiyùn
懷孕	huáiyùn
懷念	huáiniàn
懷	huái
懷怨	huáiyuàn
懷恨	huáihèn
懷愁	huáichóu
懷才不遇	huái cái 不 yù
懷抱	huáibào
懷抱	huáibào
懷春	huáichūn
懷柔	huáiróu
懷柔	huáiróu
懷璧其罪	huáibìqízuì
懷疑	huáiyí
懷疑論	huáiyílùn
懷胎	huáitāi
懷胎	huáitāi
懷舊	huáijiù
懷裡	huáilǐ
懷錶	huáibiǎo
懸停	xuántíng
懸垂	xuánchuí
懸壅垂	xuányōngchuí
懸崖勒馬	xuán崖 lèmǎ
懸崖峭壁	xuán崖qiàobì
懸崖	xuán崖
懸崖絕壁	xuán崖 juébì
懸念	xuánniàn
懸念	xuánniàn
懸	xuán
懸掛	xuánguà
懸掛	xuánguà
懸案	xuán'àn
懸棺	xuánguān
懸樑刺股	xuánliángcìgǔ
懸樑	xuánliáng
懸殊	xuánshū
懸浮	xuánfú
懸浮	xuánfú
懸浮議會	xuánfú yìhuì
懸濁液	xuánzhuó液
懸疑	xuányí
懸索橋	xuánsuǒqiáo
懸而未決	xuán'érwèijué
懸賞	xuánshǎng
懸鉤子	xuángōuzi
懸隔	xuángé
懸雍垂	xuányōngchuí
懸頭	xuántóu
懸首	xuánshǒu
懹	ràng
懺	chàn
懺悔	chànhuǐ
懺悔	chànhuǐ
懼怕	jùpà
懼	jù
懾息	懾息
懾	懾
懾服	懾fú
懿	yì
懿旨	yìzhǐ
戀人	liànrén
戀	liàn
戀情	liànqíng
戀愛	liàn'ài
戀愛	liàn'ài
戀戀	liànliàn
戀戰	liànzhàn
戀棧	liànzhàn
戀歌	liàngē
戀物癖	liànwùpǐ
戀童	liàntóng
戀童癖	liàntóngpǐ
戀腳	liànjiǎo
戀舊	liànjiù
戀舊	liànjiù
戀足癖	liànzúpǐ
戇喪	zhuàngsāng
戇	gàng
戇	zhuàng
戇直	zhuàngzhí
戈壁	Gēbì
戈	gē
戈比	gēbǐ
戈瑞	gēruì
戈雷	gēléi
戉	yuè
戊寅	wùyín
戊己丸	wùjǐ wán
戊	wù
戊烷	wùwán
戊辰	wùchén
戌	qu
戌	xū
戌時	xūshí
戍	shù
戍邊	shùbiān
戎帥	róngshuài
戎	róng
戎馬	róngmǎ
成也蕭何，敗也蕭何	chéng yě xiāohé, bài yě xiāohé
成了	chéng le
成事不足，敗事有餘	chéngshì 不zú, bàishì yǒuyú
成事	chéngshì
成交	chéngjiāo
成交量	chéngjiāoliàng
成人	chéngrén
成人	chéngrén
成人	chéngrén
成仁	chéngrén
成佛	chéngfó
成個兒	chénggèr
成個	chénggè
成個	chénggè
成像	chéngxiàng
成全	chéngquán
成分	chéngfèn
成分輸血	chéngfèn shū血
成功	chénggōng
成功	chénggōng
成功	chénggōng
成功	chénggōng
成功率	chénggōnglǜ
成千上萬	chéngqiānshàngwàn
成吉思汗	Chéngjísīhán
成名	chéngmíng
成品	chéngpǐn
成員	chéngyuán
成因	chéngyīn
成型	chéngxíng
成天	chéngtiān
成套	chéngtào
成套	chéngtào
成婚	chénghūn
成家	chéngjiā
成家立業	chéngjiā lìyè
成對	chéngduì
成就感	chéngjiùgǎn
成就	chéngjiù
成就	chéngjiù
成年人	chéngniánrén
成年儀式	chéngnián yíshì
成年	chéngnián
成年	chéngnián
成年	chéngnián
成年禮	chéngniánlǐ
成年者	chéngniánzhě
成形	chéngxíng
成德	Chéngdé
成心	chéngxīn
成心	chéngxīn
成性	chéngxìng
成性	chéngxìng
成	chéng
成才	chéngcái
成效	chéngxiào
成敗	chéngbài
成教	chéngjiào
成文化	chéngwénhuà
成文化	chéngwénhuà
成文	chéngwén
成文	chéngwén
成文	chéngwén
成文法	chéngwénfǎ
成日	chéngrì
成本	chéngběn
成材	chéngcái
成果	chéngguǒ
成漢	Chénghàn
成為	chéngwéi
成熟分裂	chéng熟 fēnliè
成熟	chéng熟
成熟	chéng熟
成田	Chéngtián
成癮性	chéngyǐnxìng
成癮	chéngyǐn
成癮	chéngyǐn
成皋	Chénggāo
成真	chéngzhēn
成眠	chéngmián
成立	chénglì
成章	chéngzhāng
成算	chéngsuàn
成績單	chéng績dān
成績	chéng績
成績表	chéng績biǎo
成群	chéngqún
